journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
275,0,0.28,8,34,1,0,35.3,47.84,35.54,Car,8.08,15.0
275,1,2.67,8,36,1,0,35.3,47.84,35.54,Car,8.08,15.0
275,2,4.08,8,38,1,0,35.3,47.84,35.54,Car,8.08,15.0
275,3,6.41,8,40,1,0,35.3,47.84,35.54,Car,8.08,15.0
275,4,16.09,8,50,1,0,35.3,47.84,35.54,Car,8.08,15.0
275,5,22.14,8,56,1,0,35.3,47.84,35.54,Car,8.08,15.0
275,6,24.07,8,58,1,0,35.3,47.84,35.54,Car,8.08,15.0
275,7,14.04,8,48,1,0,35.3,47.84,35.54,Car,8.08,15.0
275,8,16.36,8,50,1,0,35.3,47.84,35.54,Car,8.08,15.0
275,9,36.22,9,10,1,0,35.3,47.84,35.54,Car,8.08,15.0
275,10,40.15,9,14,1,0,35.3,47.84,35.54,Car,8.08,15.0
275,11,45.03,9,19,1,0,35.3,47.84,35.54,Car,8.08,15.0
275,12,24.07,8,58,1,0,35.3,47.84,35.54,Car,8.08,15.0
275,13,26.27,9,0,1,0,35.3,47.84,35.54,Car,8.08,15.0
275,14,36.51,9,10,1,0,35.3,47.84,35.54,Car,8.08,15.0
275,15,60.46,9,34,1,0,35.3,47.84,35.54,Car,8.08,15.0
275,16,32.16,9,6,1,0,35.3,47.84,35.54,Car,8.08,15.0
275,17,34.0,9,8,1,0,35.3,47.84,35.54,Car,8.08,15.0
275,18,47.84,9,21,1,0,35.3,47.84,35.54,Car,8.08,15.0
