journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
1008,0.21,40.726326,-74.020049,1.914,44.39
1008,3.09,40.725655,-74.019468,1.825,50.14
1008,4.44,40.725093,-74.018775,1.74,43.56
1008,6.01,40.724477,-74.018138,1.653,46.63
1008,8.28,40.7238,-74.017564,1.564,42.15
1008,10.4,40.723335,-74.016769,1.482,32.66
1008,12.11,40.722682,-74.016171,1.394,29.3
1008,14.08,40.721995,-74.015607,1.304,29.48
1008,16.08,40.721693,-74.014643,1.228,24.7
1008,19.21,40.720927,-74.014162,1.136,27.54
1008,20.03,40.720008,-74.013839,1.039,28.82
1008,22.16,40.719593,-74.012993,0.958,23.6
1008,24.86,40.718858,-74.012479,0.867,24.48
1008,26.03,40.718404,-74.011674,0.785,21.5
1008,28.14,40.717817,-74.011006,0.699,17.76
1008,30.3,40.717062,-74.010513,0.608,13.79
1008,32.01,40.716573,-74.009744,0.525,10.85
1008,34.5,40.715894,-74.009172,0.436,10.99
1008,36.24,40.715179,-74.008637,0.346,9.55
1008,38.06,40.714638,-74.007922,0.261,6.17
1008,40.37,40.714222,-74.007077,0.182,4.44
1008,43.01,40.713355,-74.0067,0.085,2.13
1008,44.13,40.7128,-74.006,0.0,0.0
