journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
1115,0.16,40.693911,-73.99782,2.211,46.52
1115,2.03,40.694821,-73.998244,2.103,34.86
1115,4.31,40.695776,-73.998648,1.992,34.75
1115,6.16,40.696932,-73.998966,1.861,39.71
1115,8.01,40.697464,-73.999553,1.79,37.68
1115,11.02,40.698591,-73.999883,1.662,32.76
1115,12.21,40.699243,-74.000419,1.579,26.96
1115,14.36,40.700495,-74.000695,1.44,27.89
1115,16.26,40.701658,-74.001009,1.308,28.1
1115,18.53,40.702393,-74.001509,1.218,25.7
1115,20.05,40.703572,-74.001816,1.085,24.1
1115,22.16,40.704532,-74.002218,0.973,20.63
1115,24.02,40.705091,-74.002794,0.899,18.2
1115,26.27,40.705994,-74.003221,0.792,12.36
1115,28.18,40.707125,-74.00355,0.664,14.23
1115,30.1,40.707909,-74.004028,0.569,10.6
1115,32.13,40.70905,-74.004352,0.44,8.75
1115,34.4,40.709777,-74.004855,0.35,5.74
1115,36.23,40.711087,-74.005106,0.205,4.82
1115,38.47,40.711958,-74.005547,0.101,2.02
1115,40.2,40.7128,-74.006,0.0,0.0
