journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
4351,0,0.0,18,0,1,0,19.5,20.0,2.56,Car,11.46,44.7
4351,1,2.0,18,2,1,0,19.5,20.0,2.56,Car,11.46,44.7
4351,2,4.0,18,3,1,0,19.5,20.0,2.56,Car,11.46,44.7
4351,3,6.0,18,6,1,0,19.5,20.0,2.56,Car,11.46,44.7
4351,4,8.0,18,7,1,0,19.5,20.0,2.56,Car,11.46,44.7
4351,5,10.0,18,10,1,0,19.5,20.0,2.56,Car,11.46,44.7
4351,6,12.0,18,11,1,0,19.5,20.0,2.56,Car,11.46,44.7
4351,7,14.0,18,14,1,0,19.5,20.0,2.56,Car,11.46,44.7
4351,8,16.0,18,15,1,0,19.5,20.0,2.56,Car,11.46,44.7
4351,9,18.0,18,18,1,0,19.5,20.0,2.56,Car,11.46,44.7
4351,10,20.0,18,19,1,0,19.5,20.0,2.56,Car,11.46,44.7
