journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
1259,0.0,40.788313,-73.939193,10.108,25.6
1259,2.0,40.782746,-73.944546,9.343,23.63
1259,4.0,40.777376,-73.950074,8.588,21.66
1259,6.0,40.771476,-73.955131,7.806,19.69
1259,8.0,40.765262,-73.959912,7.008,17.72
1259,10.0,40.759009,-73.964658,6.208,15.75
1259,12.0,40.753076,-73.969687,5.424,13.78
1259,14.0,40.747265,-73.974824,4.646,11.82
1259,16.0,40.741708,-73.980185,3.881,9.85
1259,18.0,40.736207,-73.985596,3.119,7.88
1259,20.0,40.730522,-73.990845,2.348,5.91
1259,22.0,40.724804,-73.996064,1.576,3.94
1259,24.0,40.718943,-74.001157,0.796,1.97
1259,26.0,40.7128,-74.006,0.0,0.0
