journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
1480,0.0,40.57501,-74.03498,15.515,42.1
1480,2.0,40.580883,-74.033581,14.852,40.19
1480,4.0,40.586785,-74.032188,14.185,38.27
1480,6.0,40.593465,-74.030958,13.435,36.36
1480,8.0,40.599649,-74.029624,12.739,34.45
1480,10.0,40.606036,-74.028333,12.02,32.53
1480,12.0,40.612302,-74.027016,11.315,30.62
1480,14.0,40.618744,-74.025737,10.59,28.7
1480,16.0,40.625298,-74.024481,9.854,26.79
1480,18.0,40.631726,-74.023198,9.131,24.88
1480,20.0,40.638137,-74.021912,8.41,22.96
1480,22.0,40.644586,-74.020634,7.685,21.05
1480,24.0,40.650624,-74.019269,7.004,19.14
1480,26.0,40.657067,-74.017989,6.279,17.22
1480,28.0,40.662952,-74.016592,5.614,15.31
1480,30.0,40.668899,-74.015209,4.943,13.4
1480,32.0,40.674684,-74.013791,4.289,11.48
1480,34.0,40.681021,-74.012489,3.576,9.57
1480,36.0,40.687204,-74.011155,2.879,7.65
1480,38.0,40.693512,-74.009847,2.169,5.74
1480,40.0,40.699979,-74.008573,1.442,3.83
1480,42.0,40.706284,-74.007264,0.732,1.91
1480,44.0,40.7128,-74.006,0.0,0.0
