journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
1461,0.0,40.732669,-74.008095,2.216,53.8
1461,2.0,40.732121,-74.007997,2.155,51.81
1461,4.0,40.731233,-74.007936,2.056,49.81
1461,6.0,40.730652,-74.007842,1.991,47.82
1461,8.0,40.729467,-74.007812,1.86,45.83
1461,10.0,40.728843,-74.007722,1.79,43.84
1461,12.0,40.728296,-74.007625,1.729,41.84
1461,14.0,40.727491,-74.007555,1.639,39.85
1461,16.0,40.726982,-74.007453,1.582,37.86
1461,18.0,40.726022,-74.007399,1.475,35.87
1461,20.0,40.725417,-74.007308,1.407,33.87
1461,22.0,40.724589,-74.00724,1.315,31.88
1461,24.0,40.723659,-74.007183,1.212,29.89
1461,26.0,40.722911,-74.007106,1.128,27.9
1461,28.0,40.722267,-74.007019,1.056,25.9
1461,30.0,40.721673,-74.006927,0.99,23.91
1461,32.0,40.720989,-74.006844,0.913,21.92
1461,34.0,40.720284,-74.006763,0.835,19.93
1461,36.0,40.71923,-74.006719,0.718,17.93
1461,38.0,40.718695,-74.00662,0.658,15.94
1461,40.0,40.717952,-74.006543,0.575,13.95
1461,42.0,40.717166,-74.006471,0.487,11.96
1461,44.0,40.716472,-74.006389,0.41,9.96
1461,46.0,40.715684,-74.006317,0.322,7.97
1461,48.0,40.71504,-74.006229,0.25,5.98
1461,50.0,40.714179,-74.006165,0.154,3.99
1461,52.0,40.713439,-74.006088,0.071,1.99
1461,54.0,40.7128,-74.006,0.0,0.0
