journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
3938,0,0.68,6,29,0,0,32.9,44.28,34.59,Car,13.32,28.1
3938,1,4.64,6,33,0,0,32.9,44.28,34.59,Car,13.32,28.1
3938,2,8.18,6,37,0,0,32.9,44.28,34.59,Car,13.32,28.1
3938,3,12.02,6,41,0,0,32.9,44.28,34.59,Car,13.32,28.1
3938,4,8.58,6,37,0,0,32.9,44.28,34.59,Car,13.32,28.1
3938,5,10.34,6,39,0,0,32.9,44.28,34.59,Car,13.32,28.1
3938,6,12.66,6,41,0,0,32.9,44.28,34.59,Car,13.32,28.1
3938,7,14.14,6,43,0,0,32.9,44.28,34.59,Car,13.32,28.1
3938,8,16.01,6,45,0,0,32.9,44.28,34.59,Car,13.32,28.1
3938,9,18.43,6,47,0,0,32.9,44.28,34.59,Car,13.32,28.1
3938,10,44.55,7,13,1,0,32.9,44.28,34.59,Car,13.32,28.1
3938,11,22.1,6,51,0,0,32.9,44.28,34.59,Car,13.32,28.1
3938,12,31.34,7,0,1,0,32.9,44.28,34.59,Car,13.32,28.1
3938,13,26.23,6,55,0,0,32.9,44.28,34.59,Car,13.32,28.1
3938,14,56.04,7,25,1,0,32.9,44.28,34.59,Car,13.32,28.1
3938,15,60.12,7,29,1,0,32.9,44.28,34.59,Car,13.32,28.1
3938,16,41.96,7,10,1,0,32.9,44.28,34.59,Car,13.32,28.1
3938,17,44.28,7,13,1,0,32.9,44.28,34.59,Car,13.32,28.1
