journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
2580,0.56,40.708542,-74.012858,0.747,21.56
2580,2.19,40.708978,-74.012416,0.688,20.6
2580,4.01,40.709144,-74.011541,0.619,21.47
2580,6.8,40.709687,-74.011273,0.563,17.25
2580,9.04,40.710069,-74.010745,0.502,14.07
2580,10.12,40.71028,-74.009942,0.435,14.85
2580,12.16,40.710609,-74.009328,0.372,13.2
2580,14.61,40.710915,-74.008679,0.308,11.26
2580,16.05,40.711397,-74.008312,0.25,8.45
2580,18.29,40.711679,-74.007624,0.185,6.67
2580,20.16,40.712052,-74.007082,0.123,4.08
2580,22.04,40.7124,-74.006499,0.061,2.31
2580,24.14,40.7128,-74.006,0.0,0.0
