journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
2622,0.02,40.688517,-73.987967,3.099,21.51
2622,4.72,40.690746,-73.989918,2.802,15.7
2622,4.94,40.693495,-73.991483,2.471,13.7
2622,7.05,40.695892,-73.99331,2.163,12.93
2622,9.32,40.698137,-73.995249,1.865,10.97
2622,11.76,40.700919,-73.99679,1.532,11.72
2622,13.8,40.703495,-73.998483,1.213,8.08
2622,15.54,40.705067,-74.000923,0.96,5.91
2622,18.52,40.708425,-74.002036,0.59,3.56
2622,20.54,40.710649,-74.003991,0.293,1.89
2622,22.96,40.7128,-74.006,0.0,0.0
