journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
2651,0.04,40.706745,-73.998545,0.921,20.5
2651,2.09,40.707329,-73.999317,0.829,18.63
2651,4.69,40.707776,-74.000257,0.739,18.7
2651,6.57,40.708621,-74.000708,0.644,12.84
2651,8.04,40.709092,-74.001618,0.553,12.7
2651,10.45,40.70969,-74.002374,0.462,11.97
2651,12.13,40.710455,-74.002922,0.368,8.53
2651,14.5,40.711049,-74.003683,0.276,6.92
2651,16.08,40.711479,-74.004644,0.186,4.38
2651,18.32,40.71213,-74.005334,0.093,2.25
2651,20.73,40.7128,-74.006,0.0,0.0
