journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
2102,0.45,40.716388,-74.015156,0.869,19.83
2102,2.39,40.716026,-74.014248,0.782,18.32
2102,4.36,40.715697,-74.013255,0.691,17.15
2102,6.94,40.715331,-74.012358,0.605,13.27
2102,8.06,40.715004,-74.011363,0.514,11.14
2102,10.54,40.714571,-74.010637,0.438,10.97
2102,12.12,40.714333,-74.009413,0.334,7.53
2102,14.03,40.713962,-74.008527,0.249,5.82
2102,16.23,40.713455,-74.00799,0.183,3.58
2102,18.43,40.713169,-74.006888,0.085,1.71
2102,20.8,40.7128,-74.006,0.0,0.0
