journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
1225,0,0.63,6,38,0,0,40.1,42.11,5.01,Car,8.18,15.0
1225,1,2.99,6,40,0,0,40.1,42.11,5.01,Car,8.18,15.0
1225,2,4.21,6,42,0,0,40.1,42.11,5.01,Car,8.18,15.0
1225,3,12.14,6,50,0,0,40.1,42.11,5.01,Car,8.18,15.0
1225,4,8.25,6,46,0,0,40.1,42.11,5.01,Car,8.18,15.0
1225,5,13.06,6,51,0,0,40.1,42.11,5.01,Car,8.18,15.0
1225,6,15.85,6,53,0,0,40.1,42.11,5.01,Car,8.18,15.0
1225,7,28.05,7,6,1,0,40.1,42.11,5.01,Car,8.18,15.0
1225,8,20.92,6,58,0,0,40.1,42.11,5.01,Car,8.18,15.0
1225,9,18.02,6,56,0,0,40.1,42.11,5.01,Car,8.18,15.0
1225,10,20.7,6,58,0,0,40.1,42.11,5.01,Car,8.18,15.0
1225,11,44.2,7,22,1,0,40.1,42.11,5.01,Car,8.18,15.0
1225,12,48.08,7,26,1,0,40.1,42.11,5.01,Car,8.18,15.0
1225,13,26.6,7,4,1,0,40.1,42.11,5.01,Car,8.18,15.0
1225,14,28.72,7,6,1,0,40.1,42.11,5.01,Car,8.18,15.0
1225,15,31.23,7,9,1,0,40.1,42.11,5.01,Car,8.18,15.0
1225,16,70.9,7,48,1,0,40.1,42.11,5.01,Car,8.18,15.0
1225,17,74.94,7,52,1,0,40.1,42.11,5.01,Car,8.18,15.0
1225,18,46.81,7,24,1,0,40.1,42.11,5.01,Car,8.18,15.0
1225,19,85.46,8,3,1,0,40.1,42.11,5.01,Car,8.18,15.0
1225,20,52.12,7,30,1,0,40.1,42.11,5.01,Car,8.18,15.0
1225,21,42.11,7,20,1,0,40.1,42.11,5.01,Car,8.18,15.0
