journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
1147,0,0.09,21,2,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,1,4.14,21,6,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,2,4.31,21,6,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,3,8.33,21,10,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,4,8.16,21,10,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,5,10.2,21,12,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,6,12.15,21,14,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,7,28.18,21,30,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,8,16.59,21,18,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,9,23.79,21,25,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,10,20.22,21,22,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,11,28.77,21,30,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,12,24.11,21,26,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,13,52.31,21,54,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,14,29.05,21,31,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,15,66.46,22,8,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,16,64.18,22,6,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,17,34.14,21,36,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,18,72.16,22,14,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,19,76.0,22,18,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,20,40.13,21,42,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,21,42.9,21,44,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,22,44.65,21,46,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,23,101.65,22,43,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,24,106.16,22,48,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,25,100.31,22,42,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,26,67.87,22,9,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,27,54.35,21,56,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,28,72.91,22,14,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,29,117.57,22,59,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,30,60.92,22,2,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,31,136.55,23,18,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,32,64.5,22,6,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,33,145.3,23,27,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,34,136.11,23,18,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,35,91.63,22,33,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,36,158.94,23,40,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,37,74.33,22,16,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,38,168.69,23,50,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,39,78.1,22,20,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,40,80.34,22,22,0,0,80.5,82.51,2.5,Car,25.0,22.6
1147,41,82.51,22,24,0,0,80.5,82.51,2.5,Car,25.0,22.6
