journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
2320,0.0,40.705581,-73.95824,4.105,29.9
2320,2.0,40.705986,-73.96193,3.791,27.91
2320,4.0,40.706432,-73.965346,3.499,25.91
2320,6.0,40.706936,-73.968381,3.237,23.92
2320,8.0,40.707468,-73.971231,2.99,21.93
2320,10.0,40.707988,-73.97416,2.737,19.93
2320,12.0,40.708527,-73.976957,2.494,17.94
2320,14.0,40.709059,-73.979808,2.246,15.95
2320,16.0,40.709542,-73.982978,1.974,13.95
2320,18.0,40.709989,-73.98639,1.682,11.96
2320,20.0,40.710394,-73.99008,1.368,9.97
2320,22.0,40.710785,-73.993861,1.047,7.97
2320,24.0,40.711277,-73.996976,0.779,5.98
2320,26.0,40.711729,-74.000347,0.491,3.99
2320,28.0,40.712255,-74.003239,0.24,1.99
2320,30.0,40.7128,-74.006,0.0,0.0
