journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
2941,0.01,40.66086,-74.084747,8.8,29.28
2941,2.42,40.664261,-74.078654,8.164,22.89
2941,8.65,40.66803,-74.073118,7.537,27.04
2941,6.31,40.671738,-74.067491,6.908,26.63
2941,8.29,40.675588,-74.062078,6.283,22.79
2941,13.66,40.679503,-74.056764,5.659,16.29
2941,12.17,40.683371,-74.051379,5.034,16.28
2941,28.18,40.687048,-74.045703,4.405,12.53
2941,32.16,40.69073,-74.040036,3.776,12.06
2941,18.25,40.694332,-74.034249,3.144,10.04
2941,20.29,40.697733,-74.028156,2.509,7.74
2941,48.55,40.701362,-74.022407,1.879,5.97
2941,24.09,40.704934,-74.016574,1.249,4.61
2941,52.41,40.708852,-74.011265,0.624,1.79
2941,56.01,40.7128,-74.006,0.0,0.0
