journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
3682,0.0,40.703201,-73.996325,1.343,33.6
3682,2.0,40.703895,-73.996763,1.26,31.62
3682,4.0,40.704285,-73.997509,1.187,29.65
3682,6.0,40.704966,-73.997961,1.104,27.67
3682,8.0,40.705382,-73.99868,1.03,25.69
3682,10.0,40.706016,-73.999179,0.948,23.72
3682,12.0,40.706718,-73.999609,0.865,21.74
3682,14.0,40.707052,-74.000411,0.794,19.76
3682,16.0,40.707743,-74.000853,0.71,17.79
3682,18.0,40.708159,-74.001572,0.637,15.81
3682,20.0,40.708812,-74.002052,0.554,13.84
3682,22.0,40.709435,-74.002562,0.473,11.86
3682,24.0,40.709827,-74.003305,0.401,9.88
3682,26.0,40.710377,-74.003889,0.323,7.91
3682,28.0,40.710851,-74.00455,0.249,5.93
3682,30.0,40.71164,-74.004893,0.159,3.95
3682,32.0,40.712137,-74.00553,0.084,1.98
3682,34.0,40.7128,-74.006,0.0,0.0
