journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
3613,0.0,40.773181,-74.023644,6.877,19.7
3613,2.0,40.767788,-74.021691,6.256,17.73
3613,4.0,40.761931,-74.019874,5.587,15.76
3613,6.0,40.755346,-74.01827,4.842,13.79
3613,8.0,40.748599,-74.016712,4.082,11.82
3613,10.0,40.742484,-74.01497,3.386,9.85
3613,12.0,40.736681,-74.013137,2.723,7.88
3613,14.0,40.731225,-74.011202,2.095,5.91
3613,16.0,40.725287,-74.009409,1.418,3.94
3613,18.0,40.719537,-74.00756,0.761,1.97
3613,20.0,40.7128,-74.006,0.0,0.0
