journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
2240,0.7,40.719863,-74.007401,0.794,22.87
2240,2.04,40.719029,-74.007286,0.701,19.47
2240,4.01,40.718631,-74.007085,0.655,19.93
2240,6.69,40.717981,-74.006933,0.581,16.23
2240,8.44,40.71733,-74.006783,0.508,14.25
2240,10.04,40.716484,-74.00667,0.414,8.9
2240,12.41,40.715695,-74.006546,0.325,7.23
2240,14.25,40.71483,-74.006438,0.229,6.99
2240,16.93,40.714311,-74.006261,0.169,3.79
2240,18.1,40.713472,-74.006147,0.076,2.02
2240,20.04,40.7128,-74.006,0.0,0.0
