journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
2728,0.11,40.637797,-73.849167,15.636,45.84
2728,2.63,40.641081,-73.856559,14.914,42.11
2728,4.02,40.644469,-73.863731,14.201,42.35
2728,6.2,40.647871,-73.870876,13.489,36.18
2728,8.15,40.651102,-73.878376,12.762,40.82
2728,20.59,40.654612,-73.885294,12.061,34.88
2728,12.08,40.658105,-73.892248,11.357,37.25
2728,14.36,40.661632,-73.899131,10.657,30.21
2728,32.31,40.66516,-73.906012,9.957,27.87
2728,40.11,40.668674,-73.91292,9.255,33.37
2728,20.49,40.672281,-73.919636,8.563,22.81
2728,44.06,40.675581,-73.926994,7.842,22.25
2728,24.42,40.678993,-73.934116,7.131,20.2
2728,26.05,40.68231,-73.941438,6.412,20.44
2728,56.16,40.685584,-73.948849,5.69,19.45
2728,30.19,40.688905,-73.956163,4.971,16.63
2728,32.47,40.69213,-73.963677,4.244,15.41
2728,34.36,40.69546,-73.970971,3.527,9.55
2728,36.23,40.698846,-73.978148,2.814,9.39
2728,83.64,40.702205,-73.985382,2.1,6.75
2728,80.54,40.705737,-73.992254,1.4,4.6
2728,55.12,40.709243,-73.999181,0.698,1.93
2728,44.23,40.7128,-74.006,0.0,0.0
